,ID,Item Description,Weight,Delivery_Date,Destination_Country,destination_iso_country,Manufacturing_site,Mode,source,departure,source_mode,arrival,destination,destination_mode,total_num_of_transports,dist_arrival_to_destination,dist_departure_to_arrival,dist_source_to_departure,emissions_source_to_departure,emissions_departure_to_arrival,emissions_arrival_to_destination,total_emissions
522,23023,"HIV 1/2, Determine HIV Kit, without Lancets, 100 Tests",0.019,05-07-2012,Namibia,NA,Inverness Japan,Air,POINT (57.47998157100005 -4.2262195809999525),POINT (57.55888 -4.19959),Road,POINT (-22.612199783325195 17.080400466918945),POINT (-22.571589999999958 17.09074000000004),Road,3,,5674.586826,10.31205339,0.041341022,4.420503137,,4.461844159
523,80299,"HIV 1/2, Determine HIV Kit, without Lancets, 100 Tests",0.035,22-03-2012,Namibia,NA,Inverness Japan,Air,POINT (57.47998157100005 -4.2262195809999525),POINT (57.55888 -4.19959),Road,POINT (-22.612199783325195 17.080400466918945),POINT (-22.571589999999958 17.09074000000004),Road,3,,5674.586826,10.31205339,0.076154514,8.143032095,,8.219186609
524,65688,"HIV 1/2, Stat-Pak HIV, Kit, 20 Tests",0.005,18-09-2012,Guyana,GY,Chembio Diagnostics Sys. Inc.,Air,POINT (40.81761800000004 -72.96292299999999),POINT (40.821899 -72.8694),Road,POINT (6.80628 -58.1059),POINT (6.808590000000038 -58.16124999999994),Road,3,6.586613146,2520.444514,,,0.516691125,0.006948877,0.523640002
525,73089,"HIV 1/2, Stat-Pak HIV, Kit, 20 Tests",0.002,21-11-2012,Guyana,GY,Chembio Diagnostics Sys. Inc.,Air,POINT (40.81761800000004 -72.96292299999999),POINT (40.821899 -72.8694),Road,POINT (6.80628 -58.1059),POINT (6.808590000000038 -58.16124999999994),Road,3,6.586613146,2520.444514,,,0.20667645,0.002779551,0.209456001
526,24819,"HIV 1/2, Determine Complete HIV Kit, 100 Tests",0.272,15-10-2012,Guyana,GY,"Alere Medical Co., Ltd.",Air,POINT (39.71314800000005 -105.13449399999996),POINT (39.64390182495117 -105.26799774169922),Road,POINT (6.80628 -58.1059),POINT (6.808590000000038 -58.16124999999994),Road,3,6.586613146,3693.253759,15.8510321,0.909722434,41.18716593,0.378018902,42.47490726
527,44315,"HIV 1/2, Determine Complete HIV Kit, 100 Tests",0.041,20-11-2012,Guyana,GY,"Alere Medical Co., Ltd.",Air,POINT (39.71314800000005 -105.13449399999996),POINT (39.64390182495117 -105.26799774169922),Road,POINT (6.80628 -58.1059),POINT (6.808590000000038 -58.16124999999994),Road,3,6.586613146,3693.253759,15.8510321,0.137127279,6.20835957,0.05698079,6.402467639
528,53349,"HIV 1/2, Determine Complete HIV Kit, 100 Tests",0.137,18-06-2012,Guyana,GY,"Alere Medical Co., Ltd.",Air,POINT (39.71314800000005 -105.13449399999996),POINT (39.64390182495117 -105.26799774169922),Road,POINT (6.80628 -58.1059),POINT (6.808590000000038 -58.16124999999994),Road,3,6.586613146,3693.253759,15.8510321,0.458205785,20.74500637,0.190399226,21.39361138
529,82456,"Lopinavir/Ritonavir 200/50mg [Aluvia], tablets, 120 Tabs",0.276,19-03-2012,Guyana,GY,ABBVIE Ludwigshafen Germany,Air,POINT (49.4752200201504 8.440380025860094),POINT (49.473057 8.514167),Road,POINT (6.80628 -58.1059),POINT (6.808590000000038 -58.16124999999994),Road,3,6.586613146,4819.247167,,,54.53460094,0.383578003,54.91817895
530,15051,"HIV 1/2, Uni-Gold HIV Kit, 20 Tests",0.876,25-09-2012,Guyana,GY,"Trinity Biotech, Plc",Air,POINT (42.95551000000006 -78.71387699999997),POINT (42.94049835 -78.73220062),Road,POINT (6.80628 -58.1059),POINT (6.808590000000038 -58.16124999999994),Road,3,6.586613146,2794.411842,,,100.3640957,1.217443227,101.581539
531,25343,"HIV 1/2, Uni-Gold HIV Kit, 20 Tests",0.149,07-11-2012,Guyana,GY,"Trinity Biotech, Plc",Air,POINT (42.95551000000006 -78.71387699999997),POINT (42.94049835 -78.73220062),Road,POINT (6.80628 -58.1059),POINT (6.808590000000038 -58.16124999999994),Road,3,6.586613146,2794.411842,,,17.07106194,0.207076531,17.27813847
532,82004,"HIV 1/2, Uni-Gold HIV Kit, 20 Tests",0.41,23-05-2012,Guyana,GY,"Trinity Biotech, Plc",Air,POINT (42.95551000000006 -78.71387699999997),POINT (42.94049835 -78.73220062),Road,POINT (6.80628 -58.1059),POINT (6.808590000000038 -58.16124999999994),Road,3,6.586613146,2794.411842,,,46.97406307,0.569807903,47.54387097
533,83575,"Abacavir 300mg, tablets, 60 Tabs",0.025,19-03-2012,Guyana,GY,Mylan (formerly Matrix) Nashik,Air,POINT (19.99727000000007 73.79096000000004),POINT (19.8841 73.84056666670001),Road,POINT (6.80628 -58.1059),POINT (6.808590000000038 -58.16124999999994),Road,3,6.586613146,8686.556403,10.06704612,0.053103668,8.903720313,0.034744384,8.991568366
534,54251,"Lopinavir/Ritonavir 200/50mg, tablets, 120 Tabs",0.243,19-10-2012,Guyana,GY,"Aurobindo Unit III, India",Air,POINT (17.52389000000005 78.34978000000007),POINT (17.627199173 78.4033966064),Road,POINT (6.80628 -58.1059),POINT (6.808590000000038 -58.16124999999994),Road,3,6.586613146,9023.034148,,,89.89648921,0.337715416,90.23420463
535,83007,"Zidovudine 10mg/ml, oral solution w/syringe, Bottle, 240 ml",0.171,04-02-2012,Guyana,GY,"Aurobindo Unit III, India",Air,POINT (17.52389000000005 78.34978000000007),POINT (17.627199173 78.4033966064),Road,POINT (6.80628 -58.1059),POINT (6.808590000000038 -58.16124999999994),Road,3,6.586613146,9023.034148,,,63.26049241,0.237651589,63.498144
536,83067,"Efavirenz 200mg, capsule, 90 Caps",0.038,29-08-2012,Guyana,GY,"Aurobindo Unit III, India",Air,POINT (17.52389000000005 78.34978000000007),POINT (17.627199173 78.4033966064),Road,POINT (6.80628 -58.1059),POINT (6.808590000000038 -58.16124999999994),Road,3,6.586613146,9023.034148,,,14.0578872,0.052811464,14.11069867
537,83557,"Efavirenz 200mg, capsule, 90 Caps",0.171,04-02-2012,Guyana,GY,"Aurobindo Unit III, India",Air,POINT (17.52389000000005 78.34978000000007),POINT (17.627199173 78.4033966064),Road,POINT (6.80628 -58.1059),POINT (6.808590000000038 -58.16124999999994),Road,3,6.586613146,9023.034148,,,63.26049241,0.237651589,63.498144
538,83558,"Abacavir 20mg/ml, oral solution w/syringe, Bottle, 240 ml",0.171,04-02-2012,Guyana,GY,"Aurobindo Unit III, India",Air,POINT (17.52389000000005 78.34978000000007),POINT (17.627199173 78.4033966064),Road,POINT (6.80628 -58.1059),POINT (6.808590000000038 -58.16124999999994),Road,3,6.586613146,9023.034148,,,63.26049241,0.237651589,63.498144
539,84730,"Zidovudine 300mg, tablets, 60 Tabs",0.046,18-06-2012,Guyana,GY,"Aurobindo Unit III, India",Air,POINT (17.52389000000005 78.34978000000007),POINT (17.627199173 78.4033966064),Road,POINT (6.80628 -58.1059),POINT (6.808590000000038 -58.16124999999994),Road,3,6.586613146,9023.034148,,,17.0174424,0.063929667,17.08137207
540,85219,"Lamivudine 10mg/ml, oral solution w/syringe, Bottle, 240 ml",0.103,18-01-2012,Guyana,GY,"Aurobindo Unit III, India",Air,POINT (17.52389000000005 78.34978000000007),POINT (17.627199173 78.4033966064),Road,POINT (6.80628 -58.1059),POINT (6.808590000000038 -58.16124999999994),Road,3,6.586613146,9023.034148,,,38.10427321,0.143146863,38.24742007
541,85270,"Lamivudine 10mg/ml, oral solution w/syringe, Bottle, 240 ml",0.083,13-06-2012,Guyana,GY,"Aurobindo Unit III, India",Air,POINT (17.52389000000005 78.34978000000007),POINT (17.627199173 78.4033966064),Road,POINT (6.80628 -58.1059),POINT (6.808590000000038 -58.16124999999994),Road,3,6.586613146,9023.034148,,,30.7053852,0.115351356,30.82073656
542,85293,"Stavudine 15mg, capsules, 60 Caps",0.005,29-08-2012,Guyana,GY,"Aurobindo Unit III, India",Air,POINT (17.52389000000005 78.34978000000007),POINT (17.627199173 78.4033966064),Road,POINT (6.80628 -58.1059),POINT (6.808590000000038 -58.16124999999994),Road,3,6.586613146,9023.034148,,,1.849722,0.006948877,1.856670877
543,85294,"Zidovudine 10mg/ml, oral solution w/syringe, Bottle, 240 ml",0.038,29-08-2012,Guyana,GY,"Aurobindo Unit III, India",Air,POINT (17.52389000000005 78.34978000000007),POINT (17.627199173 78.4033966064),Road,POINT (6.80628 -58.1059),POINT (6.808590000000038 -58.16124999999994),Road,3,6.586613146,9023.034148,,,14.0578872,0.052811464,14.11069867
544,85295,"Zidovudine 300mg, tablets, 60 Tabs",0.038,29-08-2012,Guyana,GY,"Aurobindo Unit III, India",Air,POINT (17.52389000000005 78.34978000000007),POINT (17.627199173 78.4033966064),Road,POINT (6.80628 -58.1059),POINT (6.808590000000038 -58.16124999999994),Road,3,6.586613146,9023.034148,,,14.0578872,0.052811464,14.11069867
545,85296,"Nevirapine 10mg/ml, oral suspension w/syringe, Bottle, 240 ml",0.038,29-08-2012,Guyana,GY,"Aurobindo Unit III, India",Air,POINT (17.52389000000005 78.34978000000007),POINT (17.627199173 78.4033966064),Road,POINT (6.80628 -58.1059),POINT (6.808590000000038 -58.16124999999994),Road,3,6.586613146,9023.034148,,,14.0578872,0.052811464,14.11069867
546,85819,"Lamivudine 10mg/ml, oral solution w/syringe, Bottle, 240 ml",0.171,04-02-2012,Guyana,GY,"Aurobindo Unit III, India",Air,POINT (17.52389000000005 78.34978000000007),POINT (17.627199173 78.4033966064),Road,POINT (6.80628 -58.1059),POINT (6.808590000000038 -58.16124999999994),Road,3,6.586613146,9023.034148,,,63.26049241,0.237651589,63.498144
547,86432,"Zidovudine 10mg/ml, oral solution w/syringe, Bottle, 240 ml",0.103,18-01-2012,Guyana,GY,"Aurobindo Unit III, India",Air,POINT (17.52389000000005 78.34978000000007),POINT (17.627199173 78.4033966064),Road,POINT (6.80628 -58.1059),POINT (6.808590000000038 -58.16124999999994),Road,3,6.586613146,9023.034148,,,38.10427321,0.143146863,38.24742007
548,86444,"Stavudine 15mg, capsules, 60 Caps",0.171,04-02-2012,Guyana,GY,"Aurobindo Unit III, India",Air,POINT (17.52389000000005 78.34978000000007),POINT (17.627199173 78.4033966064),Road,POINT (6.80628 -58.1059),POINT (6.808590000000038 -58.16124999999994),Road,3,6.586613146,9023.034148,,,63.26049241,0.237651589,63.498144
549,86507,"Abacavir 20mg/ml, oral solution w/syringe, Bottle, 240 ml",0.038,29-08-2012,Guyana,GY,"Aurobindo Unit III, India",Air,POINT (17.52389000000005 78.34978000000007),POINT (17.627199173 78.4033966064),Road,POINT (6.80628 -58.1059),POINT (6.808590000000038 -58.16124999999994),Road,3,6.586613146,9023.034148,,,14.0578872,0.052811464,14.11069867
550,13897,"HIV 1/2, Determine Complete HIV Kit, 100 Tests",1.427,17-01-2012,Kenya,KE,"Alere Medical Co., Ltd.",Air,POINT (39.71314800000005 -105.13449399999996),POINT (39.64390182495117 -105.26799774169922),Road,POINT (-1.27726995945 36.8623008728),POINT (-1.2835199999999531 36.82379000000003),Road,3,4.692731182,8875.595415,15.8510321,4.772698212,519.284461,1.412967281,525.4701265
551,16255,"HIV 1/2, Determine Complete HIV Kit, 100 Tests",1.378,09-07-2012,Kenya,KE,"Alere Medical Co., Ltd.",Air,POINT (39.71314800000005 -105.13449399999996),POINT (39.64390182495117 -105.26799774169922),Road,POINT (-1.27726995945 36.8623008728),POINT (-1.2835199999999531 36.82379000000003),Road,3,4.692731182,8875.595415,15.8510321,4.608814391,501.4533898,1.364449133,507.4266533
552,19958,"HIV 1/2, Determine Complete HIV Kit, 100 Tests",0.985,09-07-2012,Kenya,KE,"Alere Medical Co., Ltd.",Air,POINT (39.71314800000005 -105.13449399999996),POINT (39.64390182495117 -105.26799774169922),Road,POINT (-1.27726995945 36.8623008728),POINT (-1.2835199999999531 36.82379000000003),Road,3,4.692731182,8875.595415,15.8510321,3.294399257,358.4409208,0.975313785,362.7106339
553,28331,"HIV 1/2, Determine Complete HIV Kit, 100 Tests",2.305,22-03-2012,Kenya,KE,"Alere Medical Co., Ltd.",Air,POINT (39.71314800000005 -105.13449399999996),POINT (39.64390182495117 -105.26799774169922),Road,POINT (-1.27726995945 36.8623008728),POINT (-1.2835199999999531 36.82379000000003),Road,3,4.692731182,8875.595415,15.8510321,7.709228717,838.7881447,2.282333274,848.7797067
554,35487,"HIV 1/2, Determine Complete HIV Kit, 100 Tests",1.022,28-07-2012,Kenya,KE,"Alere Medical Co., Ltd.",Air,POINT (39.71314800000005 -105.13449399999996),POINT (39.64390182495117 -105.26799774169922),Road,POINT (-1.27726995945 36.8623008728),POINT (-1.2835199999999531 36.82379000000003),Road,3,4.692731182,8875.595415,15.8510321,3.418148264,371.9051991,1.011949937,376.3352973
555,36810,"HIV 1/2, Determine Complete HIV Kit, 100 Tests",1.198,17-01-2012,Kenya,KE,"Alere Medical Co., Ltd.",Air,POINT (39.71314800000005 -105.13449399999996),POINT (39.64390182495117 -105.26799774169922),Road,POINT (-1.27726995945 36.8623008728),POINT (-1.2835199999999531 36.82379000000003),Road,3,4.692731182,8875.595415,15.8510321,4.006792192,435.9514956,1.186219203,441.144507
556,39223,"HIV 1/2, Determine Complete HIV Kit, 100 Tests",1.445,28-07-2012,Kenya,KE,"Alere Medical Co., Ltd.",Air,POINT (39.71314800000005 -105.13449399999996),POINT (39.64390182495117 -105.26799774169922),Road,POINT (-1.27726995945 36.8623008728),POINT (-1.2835199999999531 36.82379000000003),Road,3,4.692731182,8875.595415,15.8510321,4.832900432,525.8346504,1.430790274,532.0983411
557,41222,"HIV 1/2, Determine Complete HIV Kit, 100 Tests",3.497,17-01-2012,Kenya,KE,"Alere Medical Co., Ltd.",Air,POINT (39.71314800000005 -105.13449399999996),POINT (39.64390182495117 -105.26799774169922),Road,POINT (-1.27726995945 36.8623008728),POINT (-1.2835199999999531 36.82379000000003),Road,3,4.692731182,8875.595415,15.8510321,11.6959535,1272.556244,3.462611479,1287.714809
558,61664,"HIV 1/2, Determine Complete HIV Kit, 100 Tests",2.278,22-03-2012,Kenya,KE,"Alere Medical Co., Ltd.",Air,POINT (39.71314800000005 -105.13449399999996),POINT (39.64390182495117 -105.26799774169922),Road,POINT (-1.27726995945 36.8623008728),POINT (-1.2835199999999531 36.82379000000003),Road,3,4.692731182,8875.595415,15.8510321,7.618925387,828.9628606,2.255598784,838.8373848
559,74357,"HIV 1/2, Determine Complete HIV Kit, 100 Tests",1.139,28-07-2012,Kenya,KE,"Alere Medical Co., Ltd.",Air,POINT (39.71314800000005 -105.13449399999996),POINT (39.64390182495117 -105.26799774169922),Road,POINT (-1.27726995945 36.8623008728),POINT (-1.2835199999999531 36.82379000000003),Road,3,4.692731182,8875.595415,15.8510321,3.809462694,414.4814303,1.127799392,419.4186924
560,81579,"HIV 1/2, Determine Complete HIV Kit, 100 Tests",1.413,30-07-2012,Kenya,KE,"Alere Medical Co., Ltd.",Air,POINT (39.71314800000005 -105.13449399999996),POINT (39.64390182495117 -105.26799774169922),Road,POINT (-1.27726995945 36.8623008728),POINT (-1.2835199999999531 36.82379000000003),Road,3,4.692731182,8875.595415,15.8510321,4.725874263,514.1898692,1.399104953,520.3148484
561,56234,"HIV 1/2, Uni-Gold HIV Kit, 20 Tests",5.876,16-02-2012,Kenya,KE,"Trinity Biotech, Plc",Air,POINT (42.95551000000006 -78.71387699999997),POINT (42.94049835 -78.73220062),Road,POINT (-1.27726995945 36.8623008728),POINT (-1.2835199999999531 36.82379000000003),Road,3,4.692731182,7555.463491,,,1820.232042,5.818217057,1826.05026
562,57266,"HIV 1/2, Uni-Gold HIV Kit, 20 Tests",4.956,15-10-2012,Kenya,KE,"Trinity Biotech, Plc",Air,POINT (42.95551000000006 -78.71387699999997),POINT (42.94049835 -78.73220062),Road,POINT (-1.27726995945 36.8623008728),POINT (-1.2835199999999531 36.82379000000003),Road,3,4.692731182,7555.463491,,,1535.23996,4.90726408,1540.147224
563,63608,"HIV 1/2, Uni-Gold HIV Kit, 20 Tests",6.568,05-09-2012,Kenya,KE,"Trinity Biotech, Plc",Air,POINT (42.95551000000006 -78.71387699999997),POINT (42.94049835 -78.73220062),Road,POINT (-1.27726995945 36.8623008728),POINT (-1.2835199999999531 36.82379000000003),Road,3,4.692731182,7555.463491,,,2034.595653,6.503412123,2041.099065
564,79141,"HIV 1/2, Uni-Gold HIV Kit, 20 Tests",0.174,03-02-2012,Kenya,KE,"Trinity Biotech, Plc",Air,POINT (42.95551000000006 -78.71387699999997),POINT (42.94049835 -78.73220062),Road,POINT (-1.27726995945 36.8623008728),POINT (-1.2835199999999531 36.82379000000003),Road,3,4.692731182,7555.463491,,,53.90067655,0.172288933,54.07296548
565,24115,"HIV 1/2, InstantChek HIV 1+2 Kit, 100 Tests",0.018,21-02-2012,Kenya,KE,"EY Laboratories, USA",Air,POINT (40.87088600000004 -73.12079699999998),POINT (40.79520035 -73.10019684),Road,POINT (-1.27726995945 36.8623008728),POINT (-1.2835199999999531 36.82379000000003),Road,3,4.692731182,7312.899819,,,5.396920066,0.017822993,5.414743059
566,30412,"HIV 1/2/O, First Response HIV 1-2.0, v.3.0 Cards Kit, 30 Tests",0.018,13-03-2012,Kenya,KE,Premier Med. Corp Ltd. India,Air,POINT (27.361620000000073 76.17653000000007),POINT (26.8242 75.812202),Road,POINT (-1.27726995945 36.8623008728),POINT (-1.2835199999999531 36.82379000000003),Road,3,4.692731182,3237.738731,56.3114693,0.21387096,2.389451183,0.017822993,2.621145137
567,45801,"HIV 1/2, INSTI HIV 1/2 Antibody Kit, 48 Tests",0.058,08-02-2012,Kenya,KE,bioLytical Laboratories,Air,POINT (49.172514000000035 -123.07268499999998),POINT (49.193901062 -123.183998108),Road,POINT (-1.27726995945 36.8623008728),POINT (-1.2835199999999531 36.82379000000003),Road,3,4.692731182,8921.588161,7.455540781,0.091240908,21.21553665,0.057429644,21.3642072
568,14820,"HIV 1/2, Determine Complete HIV Kit, 100 Tests",1.017,29-06-2012,Pakistan,PK,"Alere Medical Co., Ltd.",Air,POINT (39.71314800000005 -105.13449399999996),POINT (39.64390182495117 -105.26799774169922),Road,POINT (33.616699 73.099197),POINT (33.709640000000036 73.07545000000005),Road,3,8.975853455,7373.932348,15.8510321,3.401425425,307.4708571,1.926101465,312.798384
569,17145,"HIV 1/2, Determine Complete HIV Kit, 100 Tests",1.117,29-06-2012,Pakistan,PK,"Alere Medical Co., Ltd.",Air,POINT (39.71314800000005 -105.13449399999996),POINT (39.64390182495117 -105.26799774169922),Road,POINT (33.616699 73.099197),POINT (33.709640000000036 73.07545000000005),Road,3,8.975853455,7373.932348,15.8510321,3.735882203,337.7039797,2.115491973,343.5553539
570,55206,"HIV 1/2, Determine Complete HIV Kit, 100 Tests",2.134,20-07-2012,Pakistan,PK,"Alere Medical Co., Ltd.",Air,POINT (39.71314800000005 -105.13449399999996),POINT (39.64390182495117 -105.26799774169922),Road,POINT (33.616699 73.099197),POINT (33.709640000000036 73.07545000000005),Road,3,8.975853455,7373.932348,15.8510321,7.137307628,645.1748369,4.041593439,656.3537379
571,14988,"HIV 1/2, Determine Complete HIV Kit, 100 Tests",0.181,15-06-2012,South Sudan,SS,"Alere Medical Co., Ltd.",Air,POINT (39.71314800000005 -105.13449399999996),POINT (39.64390182495117 -105.26799774169922),Road,POINT (4.87201 31.601101),POINT (4.851650000000063 31.582470000000058),Road,3,,8317.529653,15.8510321,0.605366767,61.72438756,,62.32975432
572,21096,"HIV 1/2, Determine Complete HIV Kit, 100 Tests",0.244,08-02-2012,South Sudan,SS,"Alere Medical Co., Ltd.",Air,POINT (39.71314800000005 -105.13449399999996),POINT (39.64390182495117 -105.26799774169922),Road,POINT (4.87201 31.601101),POINT (4.851650000000063 31.582470000000058),Road,3,,8317.529653,15.8510321,0.816074537,83.20856665,,84.02464119
573,25990,"Capillary Tubes, for Determine, EDTA, 50uL,100 Pcs",0.331,13-12-2012,South Sudan,SS,"Alere Medical Co., Ltd.",Air,POINT (39.71314800000005 -105.13449399999996),POINT (39.64390182495117 -105.26799774169922),Road,POINT (4.87201 31.601101),POINT (4.851650000000063 31.582470000000058),Road,3,,8317.529653,15.8510321,1.107051933,112.8771949,,113.9842469
574,27586,"Capillary Tubes, for Determine, EDTA, 50uL,100 Pcs",0.201,30-11-2012,South Sudan,SS,"Alere Medical Co., Ltd.",Air,POINT (39.71314800000005 -105.13449399999996),POINT (39.64390182495117 -105.26799774169922),Road,POINT (4.87201 31.601101),POINT (4.851650000000063 31.582470000000058),Road,3,,8317.529653,15.8510321,0.672258122,68.54476187,,69.21702
575,30320,"HIV 1/2, Determine Complete HIV Kit, 100 Tests",0.351,20-09-2012,South Sudan,SS,"Alere Medical Co., Ltd.",Air,POINT (39.71314800000005 -105.13449399999996),POINT (39.64390182495117 -105.26799774169922),Road,POINT (4.87201 31.601101),POINT (4.851650000000063 31.582470000000058),Road,3,,8317.529653,15.8510321,1.173943288,119.6975692,,120.8715125
576,38567,"HIV 1/2, Determine Complete HIV Kit, 100 Tests",0.331,13-12-2012,South Sudan,SS,"Alere Medical Co., Ltd.",Air,POINT (39.71314800000005 -105.13449399999996),POINT (39.64390182495117 -105.26799774169922),Road,POINT (4.87201 31.601101),POINT (4.851650000000063 31.582470000000058),Road,3,,8317.529653,15.8510321,1.107051933,112.8771949,,113.9842469
577,39053,"Capillary Tubes, for Determine, EDTA, 50uL,100 Pcs",0.175,18-04-2012,South Sudan,SS,"Alere Medical Co., Ltd.",Air,POINT (39.71314800000005 -105.13449399999996),POINT (39.64390182495117 -105.26799774169922),Road,POINT (4.87201 31.601101),POINT (4.851650000000063 31.582470000000058),Road,3,,8317.529653,15.8510321,0.58529936,59.67827526,,60.26357462
578,51504,"HIV 1/2, Determine Complete HIV Kit, 100 Tests",0.175,18-04-2012,South Sudan,SS,"Alere Medical Co., Ltd.",Air,POINT (39.71314800000005 -105.13449399999996),POINT (39.64390182495117 -105.26799774169922),Road,POINT (4.87201 31.601101),POINT (4.851650000000063 31.582470000000058),Road,3,,8317.529653,15.8510321,0.58529936,59.67827526,,60.26357462
579,58252,"Capillary Tubes, for Determine, EDTA, 50uL,100 Pcs",0.351,20-09-2012,South Sudan,SS,"Alere Medical Co., Ltd.",Air,POINT (39.71314800000005 -105.13449399999996),POINT (39.64390182495117 -105.26799774169922),Road,POINT (4.87201 31.601101),POINT (4.851650000000063 31.582470000000058),Road,3,,8317.529653,15.8510321,1.173943288,119.6975692,,120.8715125
580,58754,"HIV 1/2, Determine Complete HIV Kit, 100 Tests",0.201,30-11-2012,South Sudan,SS,"Alere Medical Co., Ltd.",Air,POINT (39.71314800000005 -105.13449399999996),POINT (39.64390182495117 -105.26799774169922),Road,POINT (4.87201 31.601101),POINT (4.851650000000063 31.582470000000058),Road,3,,8317.529653,15.8510321,0.672258122,68.54476187,,69.21702
581,66578,"Chase Buffer, Determine, 100 Tests, 2.5ml x 1 Vial",0.331,13-12-2012,South Sudan,SS,"Alere Medical Co., Ltd.",Air,POINT (39.71314800000005 -105.13449399999996),POINT (39.64390182495117 -105.26799774169922),Road,POINT (4.87201 31.601101),POINT (4.851650000000063 31.582470000000058),Road,3,,8317.529653,15.8510321,1.107051933,112.8771949,,113.9842469
582,71309,"Capillary Tubes, for Determine, EDTA, 50uL,100 Pcs",0.181,15-06-2012,South Sudan,SS,"Alere Medical Co., Ltd.",Air,POINT (39.71314800000005 -105.13449399999996),POINT (39.64390182495117 -105.26799774169922),Road,POINT (4.87201 31.601101),POINT (4.851650000000063 31.582470000000058),Road,3,,8317.529653,15.8510321,0.605366767,61.72438756,,62.32975432
583,82457,"Zidovudine 300mg, tablets, 60 Tabs",2.652,08-03-2012,South Sudan,SS,Hetero Unit III Hyderabad IN,Air,POINT (17.536240313743992 78.23503560850763),POINT (17.627199173 78.4033966064),Road,POINT (4.87201 31.601101),POINT (4.851650000000063 31.582470000000058),Road,3,,3281.144545,,,356.7654087,,356.7654087
584,82511,"Lamivudine 150mg, tablets, 60 Tabs",0.513,23-10-2012,South Sudan,SS,Hetero Unit III Hyderabad IN,Air,POINT (17.536240313743992 78.23503560850763),POINT (17.627199173 78.4033966064),Road,POINT (4.87201 31.601101),POINT (4.851650000000063 31.582470000000058),Road,3,,3281.144545,,,69.01231322,,69.01231322
585,83081,"Zidovudine 300mg, tablets, 60 Tabs",0.513,23-10-2012,South Sudan,SS,Hetero Unit III Hyderabad IN,Air,POINT (17.536240313743992 78.23503560850763),POINT (17.627199173 78.4033966064),Road,POINT (4.87201 31.601101),POINT (4.851650000000063 31.582470000000058),Road,3,,3281.144545,,,69.01231322,,69.01231322
586,85305,"Nevirapine 200mg, tablets, 60 Tabs",1.624,03-10-2012,South Sudan,SS,Hetero Unit III Hyderabad IN,Air,POINT (17.536240313743992 78.23503560850763),POINT (17.627199173 78.4033966064),Road,POINT (4.87201 31.601101),POINT (4.851650000000063 31.582470000000058),Road,3,,3281.144545,,,218.4717284,,218.4717284
587,85903,"Lamivudine 150mg, tablets, 60 Tabs",0.039,30-11-2012,South Sudan,SS,Hetero Unit III Hyderabad IN,Air,POINT (17.536240313743992 78.23503560850763),POINT (17.627199173 78.4033966064),Road,POINT (4.87201 31.601101),POINT (4.851650000000063 31.582470000000058),Road,3,,3281.144545,,,5.246550128,,5.246550128
588,45160,"HIV 1/2, Uni-Gold HIV Kit, 20 Tests",0.071,04-06-2012,South Sudan,SS,"Trinity Biotech, Plc",Air,POINT (42.95551000000006 -78.71387699999997),POINT (42.94049835 -78.73220062),Road,POINT (4.87201 31.601101),POINT (4.851650000000063 31.582470000000058),Road,3,,6997.785606,,,20.3705539,,20.3705539
589,45505,"HIV 1/2, Uni-Gold HIV Kit, 20 Tests",0.015,18-10-2012,South Sudan,SS,"Trinity Biotech, Plc",Air,POINT (42.95551000000006 -78.71387699999997),POINT (42.94049835 -78.73220062),Road,POINT (4.87201 31.601101),POINT (4.851650000000063 31.582470000000058),Road,3,,6997.785606,,,4.303638148,,4.303638148
590,47817,"HIV 1/2, Uni-Gold HIV Kit, 20 Tests",0.063,15-05-2012,South Sudan,SS,"Trinity Biotech, Plc",Air,POINT (42.95551000000006 -78.71387699999997),POINT (42.94049835 -78.73220062),Road,POINT (4.87201 31.601101),POINT (4.851650000000063 31.582470000000058),Road,3,,6997.785606,,,18.07528022,,18.07528022
591,49387,"HIV 1/2, Uni-Gold HIV Kit, 20 Tests",0.262,05-09-2012,South Sudan,SS,"Trinity Biotech, Plc",Air,POINT (42.95551000000006 -78.71387699999997),POINT (42.94049835 -78.73220062),Road,POINT (4.87201 31.601101),POINT (4.851650000000063 31.582470000000058),Road,3,,6997.785606,,,75.17021298,,75.17021298
592,66349,"HIV 1/2, Uni-Gold HIV Kit, 20 Tests",0.082,09-02-2012,South Sudan,SS,"Trinity Biotech, Plc",Air,POINT (42.95551000000006 -78.71387699999997),POINT (42.94049835 -78.73220062),Road,POINT (4.87201 31.601101),POINT (4.851650000000063 31.582470000000058),Road,3,,6997.785606,,,23.52655521,,23.52655521
593,83626,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",0.039,30-11-2012,South Sudan,SS,Mylan (formerly Matrix) Nashik,Air,POINT (19.99727000000007 73.79096000000004),POINT (19.8841 73.84056666670001),Road,POINT (4.87201 31.601101),POINT (4.851650000000063 31.582470000000058),Road,3,,3021.634486,10.06704612,0.082841723,4.831593543,,4.914435266
594,86514,"Nevirapine 200mg, tablets, 60 Tabs",0.513,23-10-2012,South Sudan,SS,Mylan (formerly Matrix) Nashik,Air,POINT (19.99727000000007 73.79096000000004),POINT (19.8841 73.84056666670001),Road,POINT (4.87201 31.601101),POINT (4.851650000000063 31.582470000000058),Road,3,,3021.634486,10.06704612,1.089687273,63.55403814,,64.64372542
